0,92,67
1,91,67
2,90,68
3,90,68
4,92,66
5,93,65
6,93,66
7,93,66
8,93,65
9,92,66
10,91,64
11,91,64
12,91,64
13,91,64
14,91,64
15,91,61
16,93,60
17,94,61
18,94,61
19,94,59
20,95,58
21,95,58
22,95,56
23,96,55
24,97,55
25,98,55
26,99,55
27,99,54
28,99,53
29,100,53
30,100,52
31,100,52
32,100,52
33,100,52
34,100,52
35,101,53
36,102,53
37,102,53
38,102,53
39,100,53
40,100,53
41,98,53
42,96,54
43,92,54
44,91,54
45,85,58
46,84,60
47,79,60
48,77,61
49,76,62
50,76,62
51,76,62
52,75,62
53,64,71
54,55,68
55,54,68
56,53,69
57,52,69
58,51,69
59,51,69
60,50,69
61,49,69
62,48,69
63,48,70
64,47,70
65,46,70
66,45,70
67,65,70
68,68,70
69,68,71
70,68,71
71,65,66
72,68,65
73,68,65
74,69,62
75,69,57
76,70,56
77,72,54
78,75,52
79,78,51
80,80,51
81,83,49
82,86,48
83,90,46
84,94,45
85,95,46
86,99,46
87,103,46
88,105,46
89,108,46
90,109,46
91,110,46
92,116,47
93,117,47
94,117,46
95,118,46
96,118,46
97,119,46
98,120,45
99,114,48
100,112,50
101,111,51
102,107,52
103,103,53
104,103,53
105,97,53
106,94,53
107,92,53
108,89,53
109,86,51
110,84,50
111,83,50
112,81,49
113,80,49
114,80,49
115,79,48
116,79,47
117,78,47
118,78,47
119,77,47
120,77,47
121,77,48
122,77,48
123,77,48
124,77,48
125,77,48
126,77,49
127,76,49
128,76,48
129,76,48
130,76,48
131,75,48
132,75,48
133,75,48
134,75,48
135,76,48
136,76,48
137,76,48
138,76,47
139,76,46
140,79,47
141,79,47
142,80,48
143,80,48
144,82,48
145,82,48
146,84,48
147,84,48
148,85,48
149,85,48
150,85,48
151,85,48
152,84,48
153,84,48
154,84,48
155,84,47
156,83,47
157,84,48
158,85,48
159,84,48
160,84,48
161,85,48
162,85,48
163,85,48
164,84,51
165,84,51
166,85,52
167,86,53
168,86,54
169,86,55
170,87,55
171,87,58
172,87,58
173,87,58
174,87,58
175,88,60
176,88,61
177,88,61
178,88,61
179,89,61
180,90,61
181,90,60
182,91,59
183,92,59
184,93,59
185,93,60
186,96,60
187,97,61
188,97,61
189,97,61
190,105,65
191,106,66
192,109,70
193,110,71
194,111,71
195,111,71
196,112,71
197,112,72
198,113,72
199,113,72
200,114,73
201,114,73
202,115,73
203,115,74
204,115,74
205,116,74
206,116,75
207,117,75
208,117,75
209,118,75
210,118,76
211,119,76
212,119,76
213,109,57
214,104,55
215,98,55
216,90,53
217,84,52
218,79,52
219,73,52
220,70,52
221,69,53
222,66,53
223,64,54
224,61,55
225,60,55
226,60,56
227,62,56
228,63,56
229,66,59
230,69,63
231,73,64
232,77,64
233,77,65
234,77,65
235,77,65
236,77,65
237,76,65
238,76,65
239,97,67
240,97,68
241,98,68
242,98,68
243,98,68
244,98,68
245,102,64
246,101,65
247,101,65
248,99,62
249,98,61
250,96,61
251,94,61
252,93,61
253,92,60
254,91,59
255,89,58
256,88,57
