0,92,67
1,89,66
2,89,67
3,85,66
4,86,68
5,85,70
6,85,69
7,85,68
8,87,68
9,83,67
10,84,67
11,84,67
12,86,67
13,84,68
14,86,67
15,86,64
16,85,65
17,86,63
18,87,63
19,85,64
20,86,61
21,88,65
22,87,65
23,90,66
24,90,67
25,92,67
26,93,66
27,92,67
28,94,63
29,94,60
30,94,63
31,95,61
32,95,61
33,97,60
34,96,60
35,95,60
36,97,61
37,96,61
38,97,61
39,95,61
40,94,63
41,94,64
42,90,62
43,90,66
44,87,68
45,83,67
46,82,70
47,79,70
48,74,67
49,71,68
50,68,69
51,65,67
52,65,70
53,65,73
54,61,73
55,62,74
56,62,75
57,60,74
58,61,75
59,61,75
60,63,75
61,59,74
62,61,78
63,63,78
64,64,79
65,64,76
66,63,76
67,62,76
68,65,75
69,66,75
70,67,72
71,67,74
72,67,72
73,67,71
74,66,66
75,69,66
76,67,66
77,67,64
78,67,61
79,67,59
80,71,61
81,76,62
82,74,59
83,76,58
84,81,61
85,85,59
86,92,61
87,94,60
88,97,58
89,103,60
90,106,61
91,109,59
92,109,59
93,111,58
94,114,59
95,112,57
96,112,56
97,113,57
98,113,56
99,110,58
100,108,59
101,104,60
102,104,61
103,97,59
104,98,61
105,92,61
106,89,61
107,87,61
108,85,58
109,83,58
110,80,58
111,81,58
112,78,57
113,79,58
114,77,60
115,77,59
116,77,59
117,76,60
118,77,58
119,77,57
120,78,56
121,77,57
122,75,57
123,76,59
124,75,60
125,74,59
126,74,59
127,76,57
128,75,58
129,75,57
130,77,58
131,75,57
132,74,58
133,76,59
134,75,58
135,74,56
136,75,55
137,74,57
138,76,57
139,77,61
140,78,59
141,78,59
142,79,55
143,81,56
144,82,55
145,80,55
146,82,56
147,79,54
148,81,55
149,83,57
150,85,57
151,84,56
152,83,52
153,82,51
154,80,53
155,80,54
156,82,52
157,83,54
158,84,57
159,83,61
160,82,57
161,81,59
162,82,58
163,82,57
164,80,57
165,83,58
166,84,60
167,84,61
168,84,62
169,83,62
170,85,62
171,84,63
172,85,66
173,84,63
174,87,66
175,88,67
176,86,67
177,87,66
178,87,65
179,86,67
180,84,65
181,86,62
182,86,64
183,89,66
184,88,67
185,89,69
186,91,67
187,92,67
188,94,70
189,94,73
190,98,72
191,100,75
192,101,78
193,101,77
194,103,77
195,107,80
196,105,79
197,109,82
198,110,88
199,109,90
200,112,89
201,114,88
202,116,90
203,119,91
204,118,89
205,115,90
206,120,87
207,119,85
208,119,84
209,119,82
210,118,82
211,114,74
212,110,68
213,105,65
214,103,63
215,94,63
216,87,64
217,83,62
218,78,63
219,77,62
220,72,62
221,69,60
222,67,59
223,63,60
224,63,60
225,62,60
226,61,59
227,60,61
228,59,65
229,59,67
230,61,66
231,62,65
232,66,68
233,70,69
234,73,71
235,76,71
236,77,73
237,82,71
238,84,73
239,85,73
240,86,71
241,89,73
242,91,72
243,92,72
244,91,73
245,91,75
246,93,76
247,93,73
248,94,70
249,93,68
250,91,69
251,89,68
252,87,67
253,86,70
254,85,70
255,84,70
256,84,68
