0,92,67
1,90,67
2,89,65
3,87,66
4,87,66
5,85,69
6,86,68
7,85,67
8,85,67
9,86,66
10,85,65
11,84,68
12,84,67
13,85,66
14,85,65
15,85,65
16,84,65
17,86,64
18,85,63
19,86,66
20,86,65
21,86,62
22,87,62
23,90,62
24,91,64
25,90,63
26,91,64
27,92,64
28,94,63
29,94,62
30,93,62
31,94,62
32,95,62
33,94,63
34,95,61
35,94,61
36,94,61
37,95,62
38,95,61
39,94,61
40,93,60
41,91,63
42,90,63
43,89,63
44,87,64
45,82,67
46,80,65
47,79,65
48,76,67
49,73,68
50,73,70
51,70,71
52,69,70
53,67,73
54,64,76
55,64,76
56,64,75
57,60,77
58,62,77
59,61,76
60,62,74
61,62,76
62,62,77
63,63,77
64,63,77
65,63,77
66,64,75
67,65,77
68,64,76
69,66,76
70,67,76
71,67,74
72,67,75
73,66,74
74,68,71
75,69,68
76,69,69
77,70,66
78,70,65
79,70,64
80,72,63
81,74,62
82,74,60
83,76,60
84,80,63
85,85,62
86,89,62
87,92,60
88,94,59
89,99,60
90,99,59
91,105,60
92,108,61
93,110,60
94,111,60
95,112,60
96,111,62
97,112,59
98,110,59
99,109,60
100,106,60
101,105,61
102,104,63
103,101,62
104,98,62
105,95,62
106,93,65
107,91,63
108,86,64
109,85,62
110,84,61
111,81,61
112,79,61
113,79,59
114,79,61
115,78,59
116,76,60
117,76,61
118,75,62
119,76,61
120,76,59
121,75,59
122,75,59
123,76,59
124,75,59
125,75,59
126,75,57
127,76,55
128,76,58
129,75,57
130,75,57
131,76,56
132,75,57
133,74,57
134,74,56
135,75,54
136,74,56
137,74,56
138,74,55
139,77,56
140,77,57
141,78,57
142,79,55
143,82,55
144,81,56
145,81,55
146,81,56
147,80,56
148,81,56
149,81,56
150,81,54
151,82,54
152,82,54
153,83,53
154,83,53
155,82,55
156,82,53
157,82,53
158,82,54
159,82,55
160,81,54
161,81,56
162,82,56
163,80,56
164,81,57
165,83,58
166,83,59
167,83,61
168,85,61
169,84,60
170,83,60
171,82,61
172,84,63
173,85,63
174,86,64
175,87,65
176,86,64
177,84,65
178,85,65
179,86,66
180,85,64
181,86,63
182,87,64
183,89,66
184,89,66
185,90,67
186,91,67
187,93,69
188,93,70
189,93,71
190,94,74
191,96,73
192,100,77
193,98,74
194,101,76
195,104,80
196,104,80
197,106,83
198,107,83
199,108,85
200,111,85
201,111,85
202,113,86
203,114,86
204,116,88
205,117,86
206,118,85
207,120,84
208,118,82
209,118,81
210,117,80
211,114,76
212,111,74
213,106,71
214,101,70
215,96,69
216,91,68
217,86,67
218,81,66
219,79,64
220,75,65
221,71,65
222,69,65
223,66,64
224,64,64
225,62,64
226,61,64
227,59,64
228,61,65
229,60,65
230,61,64
231,64,67
232,68,67
233,71,67
234,72,67
235,75,71
236,76,72
237,78,71
238,83,73
239,84,73
240,86,72
241,89,73
242,89,74
243,91,72
244,92,73
245,92,73
246,93,73
247,92,73
248,93,71
249,91,69
250,91,71
251,89,69
252,88,67
253,87,68
254,86,68
255,83,67
256,84,66
